,id,text,date_extraction
0,1382485715888566274,GNT To pistola que perdi a novela!!!!!! como assiste o capitulo d ehj no globoplay? algm sabe? n to achando,2021-04-14 21:08:04.180408
1,1382485694036246533,@allana_lara1 @globoplay Falei pra assinar o Prime vídeo,2021-04-14 21:08:04.180408
2,1382485540809936898,Tava aqui lutando com o globoplay pra assistir o bbb de ontem achando que hoje era quinta... que fase,2021-04-14 21:08:04.180408
3,1382485532291256323,@rrrrrulia to procurando no globoplay o capitulo de hj e n to achando!!!!!,2021-04-14 21:08:04.180408
4,1382485509302329344,"netflix, prime vídeo, globoplay, disney+ e eu só fui encontrar o filme que eu queria assistir no xvideos",2021-04-14 21:08:04.180408
5,1382485496140546048,https://t.co/kyZ2a8Kp5w,2021-04-14 21:08:04.180408
6,1382485467568934912,@PortalTracklist Eu assino Globoplay para assistir,2021-04-14 21:08:04.180408
7,1382485422522122246,"Tô dando contas:
GLOBOPLAY
TELECINE
Quem quiser me chama na DM e já me segue!
ELA BRILHOU / GIL NO DIVA DEPRESSÃO / SIGA CAMILLADELUCAS NO IG
#BBB21 #teamfelipe",2021-04-14 21:08:04.180408
8,1382485420143951874,alguém de bom coração pra me passar a conta do Globoplay,2021-04-14 21:08:04.180408
9,1382485268603809793,globoplay você prometeu,2021-04-14 21:08:04.180408
10,1382485179961389058,"agora parei pra pensar que eu assisto 4 das 5 novelas que passam na Globo....

bem que poderiam patrocinar um Globoplay pra nois",2021-04-14 21:08:04.180408
11,1382485146511761410,@Dantinhas O globoplay tá péssimo esse ano,2021-04-14 21:08:04.180408
12,1382485127058575363,"#LiveVozViolaeViolao  @SergioReis
@zcloficial  trilha sonora chocolate com pimenta triteza de jeca @globoplay https://t.co/L4UyZAzYyP",2021-04-14 21:08:04.180408
13,1382484914680033286,@globoplay 🙄🙄🙄 https://t.co/MQGBSF26aA,2021-04-14 21:08:04.180408
14,1382484860921647105,@globoplay Responsa filho retratou muito bem o saudoso Doutor Castor 🦫,2021-04-14 21:08:04.180408
15,1382484800695590912,"Na moral, que série absurdamente incrível! 
""Um Contra Todos"", tem no Globoplay. https://t.co/1lGnOLWG8s",2021-04-14 21:08:04.180408
16,1382484783264071680,Globoplay não vai fazer um documentário meu nunca?,2021-04-14 21:08:04.180408
17,1382484777232703491,@KahRk4 @globoplay @TVGlobo JA É SUCESSO !!!,2021-04-14 21:08:04.180408
18,1382484623486255105,"ah vou nem assistir, vejo no globoplay dps",2021-04-14 21:08:04.180408
19,1382484588107284484,Infos Apimentadas: A Ana Clara gravou para o programa Rota Viagem &amp; Aventura da Inter TV no Rio Grande do Norte que é afiliada da TV Globo. O programa irá ao ar no Sábado (24/04) e estará também disponível no Globoplay. #RotaInterTV https://t.co/wSnIaKVk9L,2021-04-14 21:08:04.180408
20,1382484473581871104,duvido alguém me passar a senha da globoplay só pra eu ver esse episódio https://t.co/rCtOUsBIeo,2021-04-14 21:08:04.180408
21,1382484338760105984,Alô senhora @globoplay o capítulo de 17/09/15 de Verdades Secretas está dando erro em no minuto 25. Tem como dar uma olhada? Obrigada,2021-04-14 21:08:04.180408
22,1382484320762335233,"@cla_jackson Talvez eu tenha exagerado no russo. mas já vi noruegês, alemão. Mas eu concordo, acho muito ruim. Os dois. Mas a globoplay não me ilude.",2021-04-14 21:08:04.180408
23,1382484297131642881,"Se tivesse um gizellyplay eu juro que eu assinava, globoplay que lute kkkkkk

ELA BRILHOU",2021-04-14 21:08:04.180408
