,id,text,date_extraction
0,1385032932931391494,plmds o arthur ou a pocah tem q sair eu apostei um pix com a minha família toda pq eles acham q o joão sai,2021-04-21 21:49:34.966992
1,1385032932788670468,"@melaneff @franca_rodrigo @joaoluizpedrosa VAI DIZER QUE A POCAH ACRESCENTA MAIS??? ele não tem papas na língua, é o melhor no jogo da discórdia, a pocah tá lá, dormindo",2021-04-21 21:49:34.966992
2,1385032931106766848,"@aM4rdyBum @bbb Arthur JA TÁ COMBINANDO com VIIH, POCAH nunca que vota na Viih kkk
Arthur na cozinha agora acabou de falar pra Viih: a única chance de eu não ir pra esse próximo paredão direto vai ser se você ou a Pocah ganharem a prova. Vii respondeu: sim!",2021-04-21 21:49:34.966992
3,1385032928326000643,🚆 Gilberto Carla Diaz Caio Arcrebiano Fiuk Lumena Projota juliette Lucas thais Camilla sarah Viih Tube Pocah Tiago Boninho Karol Conka BBB Tiago Leifert Kerline Big fone festa prova paredão follow trick #BBB21 #RedeBBB https://t.co/h6ct1eeSZH,2021-04-21 21:49:34.966992
4,1385032928057516035,"Kalil&amp;Kalietes
(isso não é um vídeo de apoio ao rodolffo! Fica João. Fora Pocah.) https://t.co/3BpFhA3xht",2021-04-21 21:49:34.966992
5,1385032924785950729,@ctrlkase b Gilberto Carla Diaz Caio Arcrebiano Fiuk Lumena Projota Victor Hugo juliette Lucas thais Rodolfo Camilla sarah Viih Tube Pocah Karol Conka #BBB21 https://t.co/RTL9rwnUWS,2021-04-21 21:49:34.966992
6,1385032911397785602,🚂 Gilberto Carla Diaz Caio Arcrebiano Fiuk Lumena Projota juliette Lucas thais Camilla sarah Viih Tube Pocah Tiago Boninho Karol Conka BBB Tiago Leifert Kerline Big fone festa prova paredão follow trick #BBB21 #RedeBBB https://t.co/h6ct1eeSZH,2021-04-21 21:49:34.966992
7,1385032896650559490,"Não vamos esquecer né? Vii, Arthur, Fiuk é Pocah, a pergunta é porque eles ainda estão aí?? #ForaViitube #ForaArthur #ForaFiuk #ForaPocah #bbb21 https://t.co/oNa5k5VdxV",2021-04-21 21:49:34.966992
8,1385032894310227969,"Fiquei 1 semana sem assistir o bbb, o arthur se recuperou tão bem no jogo ? Ou o João que desandou ? E a pocah ? Pq não ela sai",2021-04-21 21:49:34.966992
9,1385032891722252290,🚈 Gilberto Carla Diaz Caio Arcrebiano Fiuk Lumena Projota juliette Lucas thais Camilla sarah Viih Tube Pocah Tiago Boninho Karol Conka BBB Tiago Leifert Kerline Big fone festa prova paredão follow trick #BBB21 #RedeBBB https://t.co/h6ct1eeSZH,2021-04-21 21:49:34.966992
10,1385032887012036608,"""Eu e Pocah nao combinamos de ir no João."" (Arthur)
""Se voce ta falando eu acredito."" (Viih)
""Eu nao ia em voce. Na unica vez que eu fui foi pra ajudar o outro moleque. Rodolffo."" (Arthur)  #BBB21 https://t.co/wF2wsWiCoL",2021-04-21 21:49:34.966992
